"","seqnames","start","end","width","strand","peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","symbol"
"162","chr1",58315583,58315983,401,"*","chr1_58315583_58315983","X588","ENSMUSG00000089822",58254117,58315656,61540,"-",0,"overlapStart",0,"Gm15759",NA
"163","chr1",58392807,58393207,401,"*","chr1_58392807_58393207","X591","ENSMUSG00000051223",58392898,58407353,14456,"+",0,"overlapStart",0,"Bzw1","Bzw1"
"164","chr1",58423823,58424223,401,"*","chr1_58423823_58424223","X594","ENSMUSG00000026034",58410189,58424066,13878,"-",0,"overlapStart",0,"Clk1","Clk1"
"165","chr1",58445369,58445769,401,"*","chr1_58445369_58445769","X595","ENSMUSG00000026035",58430994,58445486,14493,"-",0,"overlapStart",0,"Ppil3","Ppil3"
"166","chr1",58504853,58505253,401,"*","chr1_58504853_58505253","X596","ENSMUSG00000026037",58462771,58505109,42339,"-",0,"overlapStart",0,"Orc2","Orc2"
"167","chr1",58504853,58505253,401,"*","chr1_58504853_58505253","X596","ENSMUSG00000085054",58505148,58523230,18083,"+",0,"overlapStart",0,"Gm15834",NA
"168","chr1",58586115,58586515,401,"*","chr1_58586115_58586515","X597","ENSMUSG00000038174",58522806,58586323,63518,"-",0,"overlapStart",0,"Fam126b","Fam126b"
"169","chr1",58586115,58586515,401,"*","chr1_58586115_58586515","X597","ENSMUSG00000026032",58586384,58595964,9581,"+",0,"overlapStart",0,"Ndufb3","Ndufb3"
"170","chr1",58711429,58711829,401,"*","chr1_58711429_58711829","X603","ENSMUSG00000026031",58711508,58758884,47377,"+",0,"overlapStart",0,"Cflar","Cflar"
"171","chr1",58795231,58795631,401,"*","chr1_58795231_58795631","X615","ENSMUSG00000026029",58795374,58847503,52130,"+",0,"overlapStart",0,"Casp8","Casp8"
"172","chr1",58797368,58797768,401,"*","chr1_58797368_58797768","X616","ENSMUSG00000102719",58797783,58801623,3841,"+",14,"upstream",14,"RP24-273P12.4",NA
"173","chr1",58973318,58973718,401,"*","chr1_58973318_58973718","X621","ENSMUSG00000026028",58900449,58973430,72982,"-",0,"overlapStart",0,"Trak2","Trak2"
"174","chr1",58973318,58973718,401,"*","chr1_58973318_58973718","X621","ENSMUSG00000026027",58973522,58995715,22194,"+",0,"overlapStart",0,"Stradb","Stradb"
"175","chr1",59119826,59120226,401,"*","chr1_59119826_59120226","X622","ENSMUSG00000097573",59119833,59122141,2309,"+",0,"overlapStart",0,"G730003C15Rik",NA
"176","chr1",59237130,59237530,401,"*","chr1_59237130_59237530","X624","ENSMUSG00000026024",59162926,59237231,74306,"-",0,"overlapStart",0,"Als2","Als2"
"177","chr1",59237932,59238332,401,"*","chr1_59237932_59238332","X625","ENSMUSG00000026024",59162926,59237231,74306,"-",700,"upstream",700,"Als2","Als2"
"178","chr1",59481780,59482180,401,"*","chr1_59481780_59482180","X629","ENSMUSG00000041075",59482424,59486955,4532,"+",243,"upstream",243,"Fzd7","Fzd7"
"179","chr1",59670627,59671027,401,"*","chr1_59670627_59671027","X632","ENSMUSG00000026021",59586558,59670834,84277,"-",0,"overlapStart",0,"Sumo1","Sumo1"
"180","chr1",59684770,59685170,401,"*","chr1_59684770_59685170","X633","ENSMUSG00000026020",59684971,59719044,34074,"+",0,"overlapStart",0,"Nop58","Nop58"
"181","chr1",59763235,59763635,401,"*","chr1_59763235_59763635","X634","ENSMUSG00000067336",59763400,59879014,115615,"+",0,"overlapStart",0,"Bmpr2","Bmpr2"
"182","chr1",59912740,59913140,401,"*","chr1_59912740_59913140","X636","ENSMUSG00000041040",59913006,59985346,72341,"+",0,"overlapStart",0,"Fam117b","Fam117b"
"183","chr1",59952871,59953271,401,"*","chr1_59952871_59953271","X638","ENSMUSG00000100901",59950403,59952464,2062,"-",406,"upstream",406,"Gm18829","Gm18829"
"184","chr1",60097878,60098278,401,"*","chr1_60097878_60098278","X640","ENSMUSG00000026017",60098247,60153953,55707,"+",0,"overlapStart",0,"Carf","Carf"
"185","chr1",60180218,60180618,401,"*","chr1_60180218_60180618","X642","ENSMUSG00000073664",60180599,60338328,157730,"+",0,"overlapStart",0,"Nbeal1","Nbeal1"
"186","chr1",60343136,60343536,401,"*","chr1_60343136_60343536","X643","ENSMUSG00000049439",60343323,60388060,44738,"+",0,"overlapStart",0,"Cyp20a1","Cyp20a1"
"187","chr1",60409421,60409821,401,"*","chr1_60409421_60409821","X644","ENSMUSG00000026782",60409619,60481158,71540,"+",0,"overlapStart",0,"Abi2","Abi2"
"188","chr1",60566766,60567166,401,"*","chr1_60566766_60567166","X646","ENSMUSG00000026014",60482292,60567104,84813,"-",0,"overlapStart",0,"Raph1","Raph1"
"189","chr1",60899109,60899509,401,"*","chr1_60899109_60899509","X654","ENSMUSG00000081382",60900898,60901422,525,"+",1388,"upstream",1388,"Rpl18-ps1","Rpl18-ps1"
"190","chr1",62701038,62701438,401,"*","chr1_62701038_62701438","X678","ENSMUSG00000025969",62703285,62818695,115411,"+",1846,"upstream",1846,"Nrp2","Nrp2"
"191","chr1",62703159,62703559,401,"*","chr1_62703159_62703559","X679","ENSMUSG00000025969",62703285,62818695,115411,"+",0,"overlapStart",0,"Nrp2","Nrp2"
"192","chr1",63114437,63114837,401,"*","chr1_63114437_63114837","X693","ENSMUSG00000040865",62958418,63114667,156250,"-",0,"overlapStart",0,"Ino80d","Ino80d"
"193","chr1",63176668,63177068,401,"*","chr1_63176668_63177068","X695","ENSMUSG00000025968",63143596,63176833,33238,"-",0,"overlapStart",0,"Ndufs1","Ndufs1"
"194","chr1",63176668,63177068,401,"*","chr1_63176668_63177068","X695","ENSMUSG00000025967",63176825,63180486,3662,"+",0,"overlapStart",0,"Eef1b2","Eef1b2"
"195","chr1",63176668,63177068,401,"*","chr1_63176668_63177068","X695","ENSMUSG00000098850",63177983,63178158,176,"+",914,"upstream",914,"Gm27390",NA
"196","chr1",63730349,63730749,401,"*","chr1_63730349_63730749","X698","ENSMUSG00000025963",63698819,63730318,31500,"-",30,"upstream",30,"Mdh1b","Mdh1b"
"197","chr1",63730349,63730749,401,"*","chr1_63730349_63730749","X698","ENSMUSG00000025962",63730614,63754655,24042,"+",0,"overlapStart",0,"Fastkd2","Fastkd2"
"198","chr1",64076653,64077053,401,"*","chr1_64076653_64077053","X703","ENSMUSG00000086836",64078654,64090782,12129,"+",1600,"upstream",1600,"Gm13748",NA
"199","chr1",64078345,64078745,401,"*","chr1_64078345_64078745","X704","ENSMUSG00000086836",64078654,64090782,12129,"+",0,"overlapStart",0,"Gm13748",NA
"200","chr1",64532631,64533031,401,"*","chr1_64532631_64533031","X725","ENSMUSG00000025958",64532645,64604548,71904,"+",0,"overlapStart",0,"Creb1","Creb1"
"201","chr1",64617034,64617434,401,"*","chr1_64617034_64617434","X727","ENSMUSG00000025956",64606473,64617242,10770,"-",0,"overlapStart",0,"Mettl21a","Mettl21a"
"202","chr1",64617034,64617434,401,"*","chr1_64617034_64617434","X727","ENSMUSG00000101832",64617784,64626033,8250,"+",349,"upstream",349,"Gm28982",NA
"203","chr1",64690642,64691042,401,"*","chr1_64690642_64691042","X729","ENSMUSG00000087213",64679871,64690659,10789,"-",0,"overlapStart",0,"2810408I11Rik","2810408I11Rik"
"204","chr1",64737703,64738103,401,"*","chr1_64737703_64738103","X731","ENSMUSG00000045005",64730558,64737751,7194,"-",0,"overlapStart",0,"Fzd5","Fzd5"
"205","chr1",64932949,64933349,401,"*","chr1_64932949_64933349","X738","ENSMUSG00000097264",64934402,64934780,379,"+",1052,"upstream",1052,"Rpl31-ps24","Rpl31-ps24"
"206","chr1",64956625,64957025,401,"*","chr1_64956625_64957025","X740","ENSMUSG00000051344",64785983,64956824,170842,"-",0,"overlapStart",0,"Plekhm3","Plekhm3"
"207","chr1",65186439,65186839,401,"*","chr1_65186439_65186839","X749","ENSMUSG00000025950",65158616,65186500,27885,"-",0,"overlapStart",0,"Idh1","Idh1"
"208","chr1",65186439,65186839,401,"*","chr1_65186439_65186839","X749","ENSMUSG00000025949",65186683,65278695,92013,"+",0,"overlapStart",0,"Pikfyve","Pikfyve"
"209","chr1",66700595,66700995,401,"*","chr1_66700595_66700995","X753","ENSMUSG00000026005",66700831,66719805,18975,"+",0,"overlapStart",0,"Rpe","Rpe"
"210","chr1",66817391,66817791,401,"*","chr1_66817391_66817791","X758","ENSMUSG00000026004",66719248,66817562,98315,"-",0,"overlapStart",0,"Kansl1l","Kansl1l"
"211","chr1",66863058,66863458,401,"*","chr1_66863058_66863458","X759","ENSMUSG00000026003",66830839,66863277,32439,"-",0,"overlapStart",0,"Acadl","Acadl"
"212","chr1",67038674,67039074,401,"*","chr1_67038674_67039074","X762","ENSMUSG00000026000",67000517,67038872,38356,"-",0,"overlapStart",0,"Lancl1","Lancl1"
"213","chr1",69687080,69687480,401,"*","chr1_69687080_69687480","X765","ENSMUSG00000025997",69531214,69687245,156032,"-",0,"overlapStart",0,"Ikzf2","Ikzf2"
"214","chr1",69689015,69689415,401,"*","chr1_69689015_69689415","X766","ENSMUSG00000025997",69531214,69687245,156032,"-",1769,"upstream",1769,"Ikzf2","Ikzf2"
"215","chr1",71102853,71103253,401,"*","chr1_71102853_71103253","X769","ENSMUSG00000026196",71027498,71103146,75649,"-",0,"overlapStart",0,"Bard1","Bard1"
"216","chr1",71556904,71557304,401,"*","chr1_71556904_71557304","X771","ENSMUSG00000026192",71557150,71579631,22482,"+",0,"overlapStart",0,"Atic","Atic"
"217","chr1",71887828,71888228,401,"*","chr1_71887828_71888228","X776","ENSMUSG00000099707",71888112,71891204,3093,"+",0,"overlapStart",0,"Gm8883","Gm8883"
"218","chr1",72123553,72123953,401,"*","chr1_72123553_72123953","X787","ENSMUSG00000102123",72107155,72122001,14847,"-",1551,"upstream",1551,"Gm4319",NA
"219","chr1",72212075,72212475,401,"*","chr1_72212075_72212475","X789","ENSMUSG00000039395",72159442,72212307,52866,"-",0,"overlapStart",0,"Mreg","Mreg"
"220","chr1",72226167,72226567,401,"*","chr1_72226167_72226567","X790","ENSMUSG00000094655",72226240,72226430,191,"+",0,"includeFeature",0,"Gm25360","Gm25360"
"221","chr1",72236351,72236751,401,"*","chr1_72236351_72236751","X792","ENSMUSG00000097131",72236465,72274869,38405,"+",0,"overlapStart",0,"D230017M19Rik",NA
"222","chr1",72236351,72236751,401,"*","chr1_72236351_72236751","X792","ENSMUSG00000094050",72236946,72237136,191,"+",194,"upstream",194,"Gm23472","Gm23472"
"223","chr1",72243964,72244364,401,"*","chr1_72243964_72244364","X794","ENSMUSG00000093956",72244213,72244403,191,"+",0,"overlapStart",0,"Gm24497","Gm24497"
"224","chr1",72254680,72255080,401,"*","chr1_72254680_72255080","X795","ENSMUSG00000093843",72255008,72255198,191,"+",0,"overlapStart",0,"Gm25939","Gm25939"
"225","chr1",72284106,72284506,401,"*","chr1_72284106_72284506","X796","ENSMUSG00000026189",72259167,72284314,25148,"-",0,"overlapStart",0,"Pecr","Pecr"
"226","chr1",72284106,72284506,401,"*","chr1_72284106_72284506","X796","ENSMUSG00000026188",72284369,72303104,18736,"+",0,"overlapStart",0,"Tmem169","Tmem169"
"227","chr1",72307213,72307613,401,"*","chr1_72307213_72307613","X797","ENSMUSG00000026187",72307421,72394952,87532,"+",0,"overlapStart",0,"Xrcc5","Xrcc5"
"228","chr1",72582976,72583376,401,"*","chr1_72582976_72583376","X799","ENSMUSG00000039354",72583251,72633134,49884,"+",0,"overlapStart",0,"Smarcal1","Smarcal1"
"229","chr1",72711012,72711412,401,"*","chr1_72711012_72711412","X800","ENSMUSG00000046330",72711260,72713809,2550,"+",0,"overlapStart",0,"Rpl37a","Rpl37a"
"230","chr1",74125248,74125648,401,"*","chr1_74125248_74125648","X804","ENSMUSG00000055322",73910231,74124449,214219,"-",798,"upstream",798,"Tns1","Tns1"
"231","chr1",74125248,74125648,401,"*","chr1_74125248_74125648","X804","ENSMUSG00000061815",74125541,74148223,22683,"+",0,"overlapStart",0,"Rufy4","Rufy4"
"232","chr1",74284593,74284993,401,"*","chr1_74284593_74284993","X811","ENSMUSG00000006299",74279840,74284738,4899,"-",0,"overlapStart",0,"Aamp","Aamp"
"233","chr1",74284593,74284993,401,"*","chr1_74284593_74284993","X811","ENSMUSG00000026179",74284930,74353694,68765,"+",0,"overlapStart",0,"Pnkd","Pnkd"
"234","chr1",74295563,74295963,401,"*","chr1_74295563_74295963","X812","ENSMUSG00000099931",74295603,74298867,3265,"+",0,"overlapStart",0,"Gm29358",NA
"235","chr1",74374953,74375353,401,"*","chr1_74374953_74375353","X817","ENSMUSG00000026177",74375195,74386062,10868,"+",0,"overlapStart",0,"Slc11a1","Slc11a1"
"236","chr1",74391310,74391710,401,"*","chr1_74391310_74391710","X820","ENSMUSG00000026176",74391509,74397285,5777,"+",0,"overlapStart",0,"Ctdsp1","Ctdsp1"
"237","chr1",74505707,74506107,401,"*","chr1_74505707_74506107","X824","ENSMUSG00000026174",74506058,74530842,24785,"+",0,"overlapStart",0,"Rqcd1","Cnot9"
"238","chr1",74588076,74588476,401,"*","chr1_74588076_74588476","X825","ENSMUSG00000026135",74565127,74588246,23120,"-",0,"overlapStart",0,"Zfp142","Zfp142"
"239","chr1",74588076,74588476,401,"*","chr1_74588076_74588476","X825","ENSMUSG00000093155",74586896,74586972,77,"-",1103,"upstream",1103,"Gm25035",NA
"240","chr1",74588076,74588476,401,"*","chr1_74588076_74588476","X825","ENSMUSG00000026172",74588289,74592443,4155,"+",0,"overlapStart",0,"Bcs1l","Bcs1l"
"241","chr1",74601224,74601624,401,"*","chr1_74601224_74601624","X826","ENSMUSG00000026171",74593748,74601397,7650,"-",0,"overlapStart",0,"Rnf25","Rnf25"
"242","chr1",74601224,74601624,401,"*","chr1_74601224_74601624","X826","ENSMUSG00000033276",74601445,74636894,35450,"+",0,"overlapStart",0,"Stk36","Stk36"
"243","chr1",74661552,74661952,401,"*","chr1_74661552_74661952","X827","ENSMUSG00000033257",74661745,74703730,41986,"+",0,"overlapStart",0,"Ttll4","Ttll4"
"244","chr1",74713027,74713427,401,"*","chr1_74713027_74713427","X828","ENSMUSG00000026170",74713574,74737892,24319,"+",146,"upstream",146,"Cyp27a1","Cyp27a1"
"245","chr1",75142428,75142828,401,"*","chr1_75142428_75142828","X835","ENSMUSG00000033159",75134554,75142711,8158,"-",0,"overlapStart",0,"Cnppd1","Cnppd1"
"246","chr1",75142428,75142828,401,"*","chr1_75142428_75142828","X835","ENSMUSG00000049339",75142778,75147913,5136,"+",0,"overlapStart",0,"Fam134a","Retreg2"
"247","chr1",75168430,75168830,401,"*","chr1_75168430_75168830","X837","ENSMUSG00000026197",75168646,75171629,2984,"+",0,"overlapStart",0,"Zfand2b","Zfand2b"
"248","chr1",75180231,75180631,401,"*","chr1_75180231_75180631","X838","ENSMUSG00000026198",75171717,75180392,8676,"-",0,"overlapStart",0,"Abcb6","Abcb6"
"249","chr1",75191843,75192243,401,"*","chr1_75191843_75192243","X840","ENSMUSG00000033124",75180860,75192196,11337,"-",0,"overlapStart",0,"Atg9a","Atg9a"
"250","chr1",75191843,75192243,401,"*","chr1_75191843_75192243","X840","ENSMUSG00000026199",75192151,75199387,7237,"+",0,"overlapStart",0,"Ankzf1","Ankzf1"
"251","chr1",75208851,75209251,401,"*","chr1_75208851_75209251","X841","ENSMUSG00000026201",75210838,75215606,4769,"+",1586,"upstream",1586,"Stk16","Stk16"
"252","chr1",75210595,75210995,401,"*","chr1_75210595_75210995","X842","ENSMUSG00000026200",75198236,75210813,12578,"-",0,"overlapStart",0,"Glb1l","Glb1l"
"253","chr1",75210595,75210995,401,"*","chr1_75210595_75210995","X842","ENSMUSG00000099204",75209647,75209731,85,"-",863,"upstream",863,"Gm27943",NA
"254","chr1",75210595,75210995,401,"*","chr1_75210595_75210995","X842","ENSMUSG00000026201",75210838,75215606,4769,"+",0,"overlapStart",0,"Stk16","Stk16"
"255","chr1",75236290,75236690,401,"*","chr1_75236290_75236690","X844","ENSMUSG00000026203",75236406,75245692,9287,"+",0,"overlapStart",0,"Dnajb2","Dnajb2"
"256","chr1",75435754,75436154,401,"*","chr1_75435754_75436154","X849","ENSMUSG00000033021",75435930,75443179,7250,"+",0,"overlapStart",0,"Gmppa","Gmppa"
"257","chr1",75479220,75479620,401,"*","chr1_75479220_75479620","X850","ENSMUSG00000032997",75474569,75479307,4739,"-",0,"overlapStart",0,"Chpf","Chpf"
"258","chr1",75479220,75479620,401,"*","chr1_75479220_75479620","X850","ENSMUSG00000051703",75479532,75485705,6174,"+",0,"overlapStart",0,"Tmem198","Tmem198"
"259","chr1",75521304,75521704,401,"*","chr1_75521304_75521704","X851","ENSMUSG00000026213",75521529,75537335,15807,"+",0,"overlapStart",0,"Stk11ip","Stk11ip"
"260","chr1",78488611,78489011,401,"*","chr1_78488611_78489011","X856","ENSMUSG00000026245",78417975,78488897,70923,"-",0,"overlapStart",0,"Farsb","Farsb"
"261","chr1",78490114,78490514,401,"*","chr1_78490114_78490514","X857","ENSMUSG00000026245",78417975,78488897,70923,"-",1216,"upstream",1216,"Farsb","Farsb"
"262","chr1",78657590,78657990,401,"*","chr1_78657590_78657990","X859","ENSMUSG00000032883",78657825,78707743,49919,"+",0,"overlapStart",0,"Acsl3","Acsl3"
"263","chr1",78657590,78657990,401,"*","chr1_78657590_78657990","X859","ENSMUSG00000079470",78658038,78671512,13475,"+",47,"upstream",47,"Utp14b","Utp14b"
"264","chr1",79671847,79672247,401,"*","chr1_79671847_79672247","X868","ENSMUSG00000054702",79606876,79671972,65097,"-",0,"overlapStart",0,"Ap1s3","Ap1s3"
"265","chr1",79761573,79761973,401,"*","chr1_79761573_79761973","X872","ENSMUSG00000104497",79762717,79764507,1791,"+",743,"upstream",743,"RP23-295C23.2",NA
"266","chr1",79775872,79776272,401,"*","chr1_79775872_79776272","X874","ENSMUSG00000073643",79702262,79776143,73882,"-",0,"overlapStart",0,"Wdfy1","Wdfy1"
"267","chr1",79775872,79776272,401,"*","chr1_79775872_79776272","X874","ENSMUSG00000026248",79776018,79781445,5428,"+",0,"overlapStart",0,"Mrpl44","Mrpl44"
"268","chr1",80340813,80341213,401,"*","chr1_80340813_80341213","X888","ENSMUSG00000004364",80264923,80340480,75558,"-",332,"upstream",332,"Cul3","Cul3"
"269","chr1",80758448,80758848,401,"*","chr1_80758448_80758848","X915","ENSMUSG00000038608",80501073,80758527,257455,"-",0,"overlapStart",0,"Dock10","Dock10"
"270","chr1",80759669,80760069,401,"*","chr1_80759669_80760069","X916","ENSMUSG00000038608",80501073,80758527,257455,"-",1141,"upstream",1141,"Dock10","Dock10"
"271","chr1",82291318,82291718,401,"*","chr1_82291318_82291718","X924","ENSMUSG00000055980",82233101,82291416,58316,"-",0,"overlapStart",0,"Irs1","Irs1"
"272","chr1",82316349,82316749,401,"*","chr1_82316349_82316749","X925","ENSMUSG00000026142",82316452,82445366,128915,"+",0,"overlapStart",0,"Rhbdd1","Rhbdd1"
"273","chr1",82724770,82725170,401,"*","chr1_82724770_82725170","X927","ENSMUSG00000097564",82691928,82725169,33242,"-",0,"overlapStart",0,"C430014B12Rik",NA
"274","chr1",82724770,82725170,401,"*","chr1_82724770_82725170","X927","ENSMUSG00000026150",82724890,82752394,27505,"+",0,"overlapStart",0,"Mff","Mff"
"275","chr1",82839265,82839665,401,"*","chr1_82839265_82839665","X934","ENSMUSG00000093782",82839446,82839498,53,"+",0,"includeFeature",0,"Gm22396",NA
"276","chr1",82839265,82839665,401,"*","chr1_82839265_82839665","X934","ENSMUSG00000026159",82839483,82901182,61700,"+",0,"overlapStart",0,"Agfg1","Agfg1"
"277","chr1",84218564,84218964,401,"*","chr1_84218564_84218964","X946","ENSMUSG00000098851",84218849,84218961,113,"-",0,"includeFeature",0,"Mir6353","Mir6353"
"278","chr1",84365363,84365763,401,"*","chr1_84365363_84365763","X963","ENSMUSG00000045658",84036296,84364180,327885,"-",1182,"upstream",1182,"Pid1","Pid1"
"279","chr1",84696092,84696492,401,"*","chr1_84696092_84696492","X971","ENSMUSG00000036766",84369839,84696221,326383,"-",0,"overlapStart",0,"Dner","Dner"
"280","chr1",84839312,84839712,401,"*","chr1_84839312_84839712","X972","ENSMUSG00000073633",84839841,84900487,60647,"+",128,"upstream",128,"Fbxo36","Fbxo36"
"281","chr1",84935680,84936080,401,"*","chr1_84935680_84936080","X976","ENSMUSG00000026220",84905898,84935134,29237,"-",545,"upstream",545,"Slc16a14","Slc16a14"
"282","chr1",85751475,85751875,401,"*","chr1_85751475_85751875","X982","ENSMUSG00000098634",85751948,85752074,127,"+",72,"upstream",72,"Mir8096","Mir8096"
"283","chr1",85775011,85775411,401,"*","chr1_85775011_85775411","X984","ENSMUSG00000100217",85775271,85784694,9424,"+",0,"overlapStart",0,"9930111H07Rik","9930111H07Rik"
"284","chr1",85793186,85793586,401,"*","chr1_85793186_85793586","X985","ENSMUSG00000036707",85793441,85851576,58136,"+",0,"overlapStart",0,"Cab39","Cab39"
"285","chr1",85987260,85987660,401,"*","chr1_85987260_85987660","X995","ENSMUSG00000100108",85972365,85986917,14553,"-",342,"upstream",342,"Gm28100",NA
"286","chr1",86064223,86064623,401,"*","chr1_86064223_86064623","X997","ENSMUSG00000026229",86064387,86139151,74765,"+",0,"overlapStart",0,"Psmd1","Psmd1"
"287","chr1",86120235,86120635,401,"*","chr1_86120235_86120635","X1000","ENSMUSG00000103272",86120883,86123561,2679,"+",247,"upstream",247,"RP24-308M3.2",NA
"288","chr1",86154520,86154920,401,"*","chr1_86154520_86154920","X1003","ENSMUSG00000062590",86154780,86278284,123505,"+",0,"overlapStart",0,"Armc9","Armc9"
"289","chr1",86359288,86359688,401,"*","chr1_86359288_86359688","X1013","ENSMUSG00000026234",86344719,86359400,14682,"-",0,"overlapStart",0,"Ncl","Ncl"
