"","seqnames","start","end","width","strand","mcols.peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","entrez_id"
"166","chr1",92482335,92482735,401,"*","chr1_92482335_92482735","X2593","ENSMUSG00000067064",92479681,92480619,939,"-",1715,"upstream",1715,"Olfr1416","259040"
"167","chr1",92571125,92571525,401,"*","chr1_92571125_92571525","X2598","ENSMUSG00000058904",92573125,92574206,1082,"+",1599,"upstream",1599,"Olfr1413","259039"
"168","chr1",92573242,92573642,401,"*","chr1_92573242_92573642","X2599","ENSMUSG00000097001",92572374,92572749,376,"-",492,"upstream",492,"1700054K02Rik",NA
"169","chr1",92573242,92573642,401,"*","chr1_92573242_92573642","X2599","ENSMUSG00000099363",92574614,92574796,183,"+",971,"upstream",971,"Gm28478",NA
"170","chr1",92585997,92586397,401,"*","chr1_92585997_92586397","X2600","ENSMUSG00000046300",92588207,92589297,1091,"+",1809,"upstream",1809,"Olfr1412","258274"
"171","chr1",92619785,92620185,401,"*","chr1_92619785_92620185","X2604","ENSMUSG00000061616",92619881,92620936,1056,"+",0,"overlapStart",0,"Olfr12","257890"
"172","chr1",93006282,93006682,401,"*","chr1_93006282_93006682","X2612","ENSMUSG00000045091",93006334,93012269,5936,"+",0,"overlapStart",0,"Aqp12","208760"
"173","chr1",93342715,93343115,401,"*","chr1_93342715_93343115","X2621","ENSMUSG00000026275",93342854,93373489,30636,"+",0,"overlapStart",0,"Ppp1r7","66385"
"174","chr1",93373598,93373998,401,"*","chr1_93373598_93373998","X2623","ENSMUSG00000034107",93373930,93404303,30374,"+",0,"overlapStart",0,"Ano7","404545"
"175","chr1",93511443,93511843,401,"*","chr1_93511443_93511843","X2626","ENSMUSG00000034066",93512079,93621976,109898,"+",235,"upstream",235,"Farp2","227377"
"176","chr1",93659245,93659645,401,"*","chr1_93659245_93659645","X2628","ENSMUSG00000026277",93619751,93658659,38909,"-",585,"upstream",585,"Stk25","59041"
"177","chr1",93750066,93750466,401,"*","chr1_93750066_93750466","X2634","ENSMUSG00000026280",93751500,93790610,39111,"+",1033,"upstream",1033,"Atg4b","66615"
"178","chr1",93974868,93975268,401,"*","chr1_93974868_93975268","X2641","ENSMUSG00000099624",93975353,93985816,10464,"+",84,"upstream",84,"Gm7889","666009"
"179","chr1",94202160,94202560,401,"*","chr1_94202160_94202560","X2647","ENSMUSG00000100990",94204417,94205259,843,"+",1856,"upstream",1856,"Gm7891","666012"
"180","chr1",96303004,96303404,401,"*","chr1_96303004_96303404","X2687","ENSMUSG00000096585",96303146,96303255,110,"+",0,"includeFeature",0,"Gm22917",NA
"181","chr1",96663202,96663602,401,"*","chr1_96663202_96663602","X2696","ENSMUSG00000100589",96612057,96662573,50517,"-",628,"upstream",628,"4930533P14Rik","75159"
"182","chr1",97025574,97025974,401,"*","chr1_97025574_97025974","X2703","ENSMUSG00000100454",97024516,97025565,1050,"-",8,"upstream",8,"Gm28901",NA
"183","chr1",100282584,100282984,401,"*","chr1_100282584_100282984","X2747","ENSMUSG00000100794",100282791,100283280,490,"+",0,"overlapStart",0,"Gm29667",NA
"184","chr1",100282584,100282984,401,"*","chr1_100282584_100282984","X2747","ENSMUSG00000099835",100282329,100282643,315,"-",0,"overlapStart",0,"Gm29668",NA
"185","chr1",101154991,101155391,401,"*","chr1_101154991_101155391","X2766","ENSMUSG00000100684",101155809,101175202,19394,"+",417,"upstream",417,"Gm20268","100504525"
"186","chr1",104881968,104882368,401,"*","chr1_104881968_104882368","X2847","ENSMUSG00000084704",104880924,104881035,112,"-",932,"upstream",932,"n-R5s216",NA
"187","chr1",105566375,105566775,401,"*","chr1_105566375_105566775","X2871","ENSMUSG00000100672",105564126,105564578,453,"-",1796,"upstream",1796,"Gm28404",NA
"188","chr1",105762516,105762916,401,"*","chr1_105762516_105762916","X2873","ENSMUSG00000101330",105764444,105764674,231,"+",1527,"upstream",1527,"Gm10193",NA
"189","chr1",105764135,105764535,401,"*","chr1_105764135_105764535","X2874","ENSMUSG00000101330",105764444,105764674,231,"+",0,"overlapStart",0,"Gm10193",NA
"190","chr1",106088947,106089347,401,"*","chr1_106088947_106089347","X2889","ENSMUSG00000097612",106090068,106091015,948,"+",720,"upstream",720,"Gm26509",NA
"191","chr1",106439342,106439742,401,"*","chr1_106439342_106439742","X2901","ENSMUSG00000099604",106439600,106439870,271,"+",0,"overlapStart",0,"Gm6651","626075"
"192","chr1",106540919,106541319,401,"*","chr1_106540919_106541319","X2904","ENSMUSG00000054006",106541943,106575045,33103,"+",623,"upstream",623,"D630008O14Rik",NA
"193","chr1",106861056,106861456,401,"*","chr1_106861056_106861456","X2918","ENSMUSG00000067006",106861173,106883348,22176,"+",0,"overlapStart",0,"Serpinb5","20724"
"194","chr1",107027014,107027414,401,"*","chr1_107027014_107027414","X2925","ENSMUSG00000084228",107020137,107025325,5189,"-",1688,"upstream",1688,"Gm8080","666394"
"195","chr1",107526607,107527007,401,"*","chr1_107526607_107527007","X2936","ENSMUSG00000092572",107529003,107549271,20269,"+",1995,"upstream",1995,"Serpinb10","241197"
"196","chr1",108415861,108416261,401,"*","chr1_108415861_108416261","X2946","ENSMUSG00000104478",108417077,108419832,2756,"+",815,"upstream",815,"RP24-306F17.2",NA
"197","chr1",109000242,109000642,401,"*","chr1_109000242_109000642","X2965","ENSMUSG00000100831",108997634,108998760,1127,"-",1481,"upstream",1481,"Gm17847","100415976"
"198","chr1",111883184,111883584,401,"*","chr1_111883184_111883584","X3008","ENSMUSG00000101875",111880735,111881308,574,"-",1875,"upstream",1875,"Gm6028","547247"
"199","chr1",117841974,117842374,401,"*","chr1_117841974_117842374","X3117","ENSMUSG00000099534",117842962,117843306,345,"+",587,"upstream",587,"Gm28169",NA
"200","chr1",118249271,118249671,401,"*","chr1_118249271_118249671","X3144","ENSMUSG00000099870",118249863,118251025,1163,"+",191,"upstream",191,"Gm7200","637083"
"201","chr1",119537753,119538153,401,"*","chr1_119537753_119538153","X3203","ENSMUSG00000101731",119529480,119536165,6686,"-",1587,"upstream",1587,"3830432H09Rik","320069"
"202","chr1",119902358,119902758,401,"*","chr1_119902358_119902758","X3208","ENSMUSG00000101224",119903130,119906897,3768,"+",371,"upstream",371,"Gm28209",NA
"203","chr1",119984661,119985061,401,"*","chr1_119984661_119985061","X3214","ENSMUSG00000092245",119986795,119987314,520,"+",1733,"upstream",1733,"Gm17973","100416216"
"204","chr1",120506949,120507349,401,"*","chr1_120506949_120507349","X3240","ENSMUSG00000026390",120474538,120505024,30487,"-",1924,"upstream",1924,"Marco","17167"
"205","chr1",120758424,120758824,401,"*","chr1_120758424_120758824","X3256","ENSMUSG00000101386",120758443,120763565,5123,"+",0,"overlapStart",0,"Gm29346",NA
"206","chr1",120814347,120814747,401,"*","chr1_120814347_120814747","X3259","ENSMUSG00000101922",120816500,120836997,20498,"+",1752,"upstream",1752,"Gm29345",NA
"207","chr1",125676537,125676937,401,"*","chr1_125676537_125676937","X3337","ENSMUSG00000026343",125676995,125873862,196868,"+",57,"upstream",57,"Gpr39","71111"
"208","chr1",127240133,127240533,401,"*","chr1_127240133_127240533","X3393","ENSMUSG00000104039",127242091,127243484,1394,"+",1557,"upstream",1557,"RP23-323H18.1",NA
"209","chr1",128128501,128128901,401,"*","chr1_128128501_128128901","X3430","ENSMUSG00000101535",128128410,128128889,480,"-",0,"overlapStart",0,"Gm29383",NA
"210","chr1",130195948,130196348,401,"*","chr1_130195948_130196348","X3479","ENSMUSG00000100623",130195980,130196388,409,"+",0,"overlapStart",0,"Gm29428",NA
"211","chr1",130422755,130423155,401,"*","chr1_130422755_130423155","X3487","ENSMUSG00000087691",130422824,130437914,15091,"+",0,"overlapStart",0,"Gm15674","102640368"
"212","chr1",130422755,130423155,401,"*","chr1_130422755_130423155","X3487","ENSMUSG00000026401",130388537,130423009,34473,"-",0,"overlapStart",0,"Daf2","13137"
"213","chr1",130472490,130472890,401,"*","chr1_130472490_130472890","X3488","ENSMUSG00000103751",130473743,130475313,1571,"+",852,"upstream",852,"RP24-483O2.2",NA
"214","chr1",130686050,130686450,401,"*","chr1_130686050_130686450","X3492","ENSMUSG00000100257",130670261,130684071,13811,"-",1978,"upstream",1978,"C4bp-ps1",NA
"215","chr1",130717670,130718070,401,"*","chr1_130717670_130718070","X3495","ENSMUSG00000101904",130670209,130715799,45591,"-",1870,"upstream",1870,"Gm29427",NA
"216","chr1",130742811,130743211,401,"*","chr1_130742811_130743211","X3497","ENSMUSG00000099556",130740162,130741327,1166,"-",1483,"upstream",1483,"Gm28857",NA
"217","chr1",130764039,130764439,401,"*","chr1_130764039_130764439","X3499","ENSMUSG00000100106",130766384,130784433,18050,"+",1944,"upstream",1944,"Gm28856","433347"
"218","chr1",130826587,130826987,401,"*","chr1_130826587_130826987","X3505","ENSMUSG00000026417",130826684,130852249,25566,"+",0,"overlapStart",0,"Pigr","18703"
"219","chr1",131688675,131689075,401,"*","chr1_131688675_131689075","X3536","ENSMUSG00000052688",131688695,131715439,26745,"+",0,"overlapStart",0,"5430435G22Rik","226421"
"220","chr1",132878202,132878602,401,"*","chr1_132878202_132878602","X3577","ENSMUSG00000026443",132880273,132940005,59733,"+",1670,"upstream",1670,"Lrrn2","16980"
"221","chr1",133923131,133923531,401,"*","chr1_133923131_133923531","X3620","ENSMUSG00000041577",133910304,133921414,11111,"-",1716,"upstream",1716,"Prelp","116847"
"222","chr1",134647987,134648387,401,"*","chr1_134647987_134648387","X3643","ENSMUSG00000097435",134642254,134646520,4267,"-",1466,"upstream",1466,"Gm26783",NA
"223","chr1",135432114,135432514,401,"*","chr1_135432114_135432514","X3663","ENSMUSG00000041879",135382312,135430499,48188,"-",1614,"upstream",1614,"Ipo9","226432"
"224","chr1",135454307,135454707,401,"*","chr1_135454307_135454707","X3664","ENSMUSG00000093515",135454603,135454683,81,"-",0,"includeFeature",0,"Mir1231","100885827"
"225","chr1",135607649,135608049,401,"*","chr1_135607649_135608049","X3666","ENSMUSG00000009418",135434580,135607295,172716,"-",353,"upstream",353,"Nav1","215690"
"226","chr1",136007366,136007766,401,"*","chr1_136007366_136007766","X3681","ENSMUSG00000051985",135953578,136006342,52765,"-",1023,"upstream",1023,"Igfn1","226438"
"227","chr1",136007366,136007766,401,"*","chr1_136007366_136007766","X3681","ENSMUSG00000026411",136008150,136035342,27193,"+",383,"upstream",383,"Tmem9","66241"
"228","chr1",136052499,136052899,401,"*","chr1_136052499_136052899","X3682","ENSMUSG00000026407",136052750,136119822,67073,"+",0,"overlapStart",0,"Cacna1s","12292"
"229","chr1",136207944,136208344,401,"*","chr1_136207944_136208344","X3687","ENSMUSG00000087230",136181474,136207097,25624,"-",846,"upstream",846,"Mroh3","76422"
"230","chr1",136214279,136214679,401,"*","chr1_136214279_136214679","X3688","ENSMUSG00000097315",136216074,136225071,8998,"+",1394,"upstream",1394,"Gm26568",NA
"231","chr1",136215724,136216124,401,"*","chr1_136215724_136216124","X3689","ENSMUSG00000097315",136216074,136225071,8998,"+",0,"overlapStart",0,"Gm26568",NA
"232","chr1",136247314,136247714,401,"*","chr1_136247314_136247714","X3690","ENSMUSG00000103594",136247662,136250476,2815,"+",0,"overlapStart",0,"RP23-211F21.3",NA
"233","chr1",136416689,136417089,401,"*","chr1_136416689_136417089","X3694","ENSMUSG00000097403",136411916,136415519,3604,"-",1169,"upstream",1169,"9230116N13Rik","320054"
"234","chr1",136605407,136605807,401,"*","chr1_136605407_136605807","X3704","ENSMUSG00000104366",136603033,136605468,2436,"-",0,"overlapStart",0,"RP24-68C1.5",NA
"235","chr1",136758672,136759072,401,"*","chr1_136758672_136759072","X3709","ENSMUSG00000096432",136757510,136757609,100,"-",1062,"upstream",1062,"Gm22132",NA
"236","chr1",136789277,136789677,401,"*","chr1_136789277_136789677","X3712","ENSMUSG00000104360",136789182,136789520,339,"-",0,"overlapStart",0,"RP23-302C16.5",NA
"237","chr1",136800261,136800661,401,"*","chr1_136800261_136800661","X3714","ENSMUSG00000104261",136798311,136798959,649,"-",1301,"upstream",1301,"RP23-302C16.6","100047554"
"238","chr1",138377022,138377422,401,"*","chr1_138377022_138377422","X3750","ENSMUSG00000101793",138377264,138377414,151,"+",0,"includeFeature",0,"Gm28500",NA
"239","chr1",138571881,138572281,401,"*","chr1_138571881_138572281","X3759","ENSMUSG00000102448",138567697,138571356,3660,"-",524,"upstream",524,"RP23-209N14.4",NA
"240","chr1",138991688,138992088,401,"*","chr1_138991688_138992088","X3773","ENSMUSG00000085361",138991514,138992069,556,"-",0,"overlapStart",0,"Gm16305",NA
"241","chr1",139929273,139929673,401,"*","chr1_139929273_139929673","X3801","ENSMUSG00000104496",139928240,139929608,1369,"-",0,"overlapStart",0,"RP23-13N24.1","545399"
"242","chr1",140656294,140656694,401,"*","chr1_140656294_140656694","X3812","ENSMUSG00000102368",140570176,140656404,86229,"-",0,"overlapStart",0,"RP24-359F24.1","75910"
"243","chr1",141546062,141546462,401,"*","chr1_141546062_141546462","X3833","ENSMUSG00000103858",141546206,141547477,1272,"+",0,"overlapStart",0,"RP24-95N17.1",NA
"244","chr1",144224330,144224730,401,"*","chr1_144224330_144224730","X3867","ENSMUSG00000100389",144221979,144223650,1672,"-",679,"upstream",679,"Rbm6-ps2","108213"
"245","chr1",149172884,149173284,401,"*","chr1_149172884_149173284","X3940","ENSMUSG00000101457",149173060,149174595,1536,"+",0,"overlapStart",0,"Gm18701",NA
"246","chr1",150099837,150100237,401,"*","chr1_150099837_150100237","X3956","ENSMUSG00000032487",150100031,150108227,8197,"+",0,"overlapStart",0,"Ptgs2","19225"
"247","chr1",150099837,150100237,401,"*","chr1_150099837_150100237","X3956","ENSMUSG00000097028",150074873,150099963,25091,"-",0,"overlapStart",0,"Ptgs2os","320019"
"248","chr1",150165303,150165703,401,"*","chr1_150165303_150165703","X3957","ENSMUSG00000097754",150159043,150164948,5906,"-",354,"upstream",354,"Ptgs2os2","102639566"
"249","chr1",150265663,150266063,401,"*","chr1_150265663_150266063","X3960","ENSMUSG00000099875",150265535,150265999,465,"-",0,"overlapStart",0,"Gm15453",NA
"250","chr1",150269178,150269578,401,"*","chr1_150269178_150269578","X3961","ENSMUSG00000100690",150268926,150269261,336,"-",0,"overlapStart",0,"Gm4322",NA
"251","chr1",150993140,150993540,401,"*","chr1_150993140_150993540","X3979","ENSMUSG00000066842",150562524,150993435,430912,"-",0,"overlapStart",0,"Hmcn1","545370"
"252","chr1",152407172,152407572,401,"*","chr1_152407172_152407572","X4054","ENSMUSG00000080878",152407074,152407525,452,"-",0,"overlapStart",0,"Gm15618",NA
"253","chr1",152687342,152687742,401,"*","chr1_152687342_152687742","X4071","ENSMUSG00000086145",152684026,152687501,3476,"-",0,"overlapStart",0,"Gm15479",NA
"254","chr1",153897566,153897966,401,"*","chr1_153897566_153897966","X4122","ENSMUSG00000099227",153899926,153900036,111,"+",1959,"upstream",1959,"Mir8114","102466257"
"255","chr1",154034101,154034501,401,"*","chr1_154034101_154034501","X4126","ENSMUSG00000100502",154027363,154034301,6939,"-",0,"overlapStart",0,"Gm28286",NA
"256","chr1",154119420,154119820,401,"*","chr1_154119420_154119820","X4130","ENSMUSG00000100627",154037597,154117951,80355,"-",1468,"upstream",1468,"A830008E24Rik",NA
"257","chr1",155030997,155031397,401,"*","chr1_155030997_155031397","X4149","ENSMUSG00000101433",155031739,155031949,211,"+",341,"upstream",341,"Gm29441",NA
"258","chr1",155751564,155751964,401,"*","chr1_155751564_155751964","X4169","ENSMUSG00000026468",155698031,155751684,53654,"-",0,"overlapStart",0,"Lhx4","16872"
"259","chr1",155765029,155765429,401,"*","chr1_155765029_155765429","X4170","ENSMUSG00000103180",155766146,155766274,129,"+",716,"upstream",716,"RP24-429M15.1",NA
"260","chr1",155855438,155855838,401,"*","chr1_155855438_155855838","X4174","ENSMUSG00000103717",155855449,155855707,259,"+",0,"includeFeature",0,"RP24-429M15.5",NA
"261","chr1",156204668,156205068,401,"*","chr1_156204668_156205068","X4183","ENSMUSG00000015484",156075966,156205026,129061,"-",0,"overlapStart",0,"Fam163a","329274"
"262","chr1",156310692,156311092,401,"*","chr1_156310692_156311092","X4188","ENSMUSG00000026602",156310727,156328035,17309,"+",0,"overlapStart",0,"Nphs2","170484"
"263","chr1",157622112,157622512,401,"*","chr1_157622112_157622512","X4243","ENSMUSG00000103962",157621964,157622136,173,"-",0,"overlapStart",0,"RP24-227F14.6",NA
"264","chr1",158554989,158555389,401,"*","chr1_158554989_158555389","X4263","ENSMUSG00000103971",158485032,158554299,69268,"-",689,"upstream",689,"RP23-411L6.1",NA
"265","chr1",158980295,158980695,401,"*","chr1_158980295_158980695","X4272","ENSMUSG00000047661",158967701,158980463,12763,"-",0,"overlapStart",0,"1600012P17Rik","72025"
"266","chr1",158980295,158980695,401,"*","chr1_158980295_158980695","X4272","ENSMUSG00000073530",158711727,158980490,268764,"-",0,"overlapStart",0,"Pappa2","23850"
"267","chr1",160044324,160044724,401,"*","chr1_160044324_160044724","X4300","ENSMUSG00000090394",160044382,160080208,35827,"+",0,"overlapStart",0,"4930523C07Rik","67647"
"268","chr1",160044324,160044724,401,"*","chr1_160044324_160044724","X4300","ENSMUSG00000104111",160041701,160044331,2631,"-",0,"overlapStart",0,"RP23-71J17.3","105243991"
"269","chr1",160079308,160079708,401,"*","chr1_160079308_160079708","X4302","ENSMUSG00000026729",160074735,160077985,3251,"-",1322,"upstream",1322,"4930562F07Rik","75255"
"270","chr1",160263931,160264331,401,"*","chr1_160263931_160264331","X4310","ENSMUSG00000104302",160264324,160443072,178749,"+",0,"overlapStart",0,"RP24-540L1.1",NA
"271","chr1",161727793,161728193,401,"*","chr1_161727793_161728193","X4343","ENSMUSG00000040323",161726242,161727489,1248,"-",303,"upstream",303,"Gm15429",NA
"272","chr1",162217543,162217943,401,"*","chr1_162217543_162217943","X4359","ENSMUSG00000078190",162217623,162225550,7928,"+",0,"overlapStart",0,"Dnm3os","474332"
"273","chr1",162217543,162217943,401,"*","chr1_162217543_162217943","X4359","ENSMUSG00000070126",162217814,162217923,110,"+",0,"includeFeature",0,"Mir199a-2","723821"
"274","chr1",162814870,162815270,401,"*","chr1_162814870_162815270","X4375","ENSMUSG00000026692",162793188,162813972,20785,"-",897,"upstream",897,"Fmo4","226564"
"275","chr1",162982846,162983246,401,"*","chr1_162982846_162983246","X4379","ENSMUSG00000103288",162983014,163066682,83669,"+",0,"overlapStart",0,"RP24-507O16.3",NA
"276","chr1",164151609,164152009,401,"*","chr1_164151609_164152009","X4409","ENSMUSG00000026579",164151838,164220277,68440,"+",0,"overlapStart",0,"F5","14067"
"277","chr1",164164683,164165083,401,"*","chr1_164164683_164165083","X4410","ENSMUSG00000089790",164166579,164166933,355,"+",1495,"upstream",1495,"Gm16588",NA
"278","chr1",164935749,164936149,401,"*","chr1_164935749_164936149","X4427","ENSMUSG00000026573",164931644,164935527,3884,"-",221,"upstream",221,"Xcl1","16963"
"279","chr1",166045461,166045861,401,"*","chr1_166045461_166045861","X4466","ENSMUSG00000102890",166043339,166043691,353,"-",1769,"upstream",1769,"RP24-147G10.2","665409"
"280","chr1",166377249,166377649,401,"*","chr1_166377249_166377649","X4477","ENSMUSG00000026563",166379097,166393621,14525,"+",1447,"upstream",1447,"Tada1","27878"
"281","chr1",166431553,166431953,401,"*","chr1_166431553_166431953","X4480","ENSMUSG00000084093",166431705,166431875,171,"-",0,"includeFeature",0,"Gm16418",NA
"282","chr1",166799034,166799434,401,"*","chr1_166799034_166799434","X4494","ENSMUSG00000103073",166798528,166798839,312,"-",194,"upstream",194,"RP24-72P6.1",NA
"283","chr1",166948019,166948419,401,"*","chr1_166948019_166948419","X4499","ENSMUSG00000086925",166945597,166946358,762,"-",1660,"upstream",1660,"Gm6286","622102"
"284","chr1",167141135,167141535,401,"*","chr1_167141135_167141535","X4508","ENSMUSG00000102870",167141155,167141822,668,"+",0,"overlapStart",0,"RP24-128E5.1","100416009"
