JLDY037E	JLDY037F	JLDY037G	JLDY037I	JLDY037J	JLDY037K
chr1_21717509_21717909	13	19	13	23	14	16
chr1_21960568_21960968	10	18	8	18	17	12
chr1_21962158_21962558	16	13	7	16	15	15
chr1_21973450_21973850	16	22	10	22	12	8
chr1_22030400_22030800	16	19	11	24	16	9
chr1_22078278_22078678	18	31	15	37	16	13
chr1_22089080_22089480	12	18	12	30	15	17
chr1_22092171_22092571	9	25	11	20	12	13
chr1_22120388_22120788	11	20	9	18	20	10
chr1_22557065_22557465	12	16	7	22	13	5
chr1_22874268_22874668	13	10	6	18	13	11
chr1_23049558_23049958	7	19	8	17	13	4
chr1_23101813_23102213	11	29	13	27	15	20
chr1_23107020_23107420	15	7	6	11	16	11
chr1_23307985_23308385	15	16	8	29	10	15
chr1_23321181_23321581	14	19	7	19	13	11
chr1_23351854_23352254	13	27	20	24	9	14
chr1_23355890_23356290	21	24	18	21	13	17
chr1_23392185_23392585	12	20	15	15	8	12
chr1_23426241_23426641	11	20	11	22	6	6
chr1_23514216_23514616	15	19	8	27	8	16
chr1_23515290_23515690	19	31	11	32	15	23
chr1_23536889_23537289	5	18	7	16	10	13
chr1_23537863_23538263	21	18	15	19	12	10
chr1_23584417_23584817	14	27	12	19	15	10
chr1_23601164_23601564	12	25	14	25	9	13
chr1_23638930_23639330	7	20	11	17	8	7
chr1_23674110_23674510	15	20	17	29	20	23
chr1_23720121_23720521	26	23	7	23	15	9
chr1_23724243_23724643	17	20	10	31	15	16
chr1_23774408_23774808	9	19	17	19	9	14
chr1_23776344_23776744	16	18	11	22	21	15
chr1_23790443_23790843	13	22	8	11	19	24
chr1_23793121_23793521	17	24	17	19	8	12
chr1_23968669_23969069	23	20	11	29	15	10
chr1_24075879_24076279	14	26	8	25	17	14
chr1_24133831_24134231	23	27	12	9	23	10
chr1_24145275_24145675	19	24	8	25	13	13
chr1_24153412_24153812	16	18	3	29	19	13
chr1_24195882_24196282	11	33	20	25	16	16
chr1_24251556_24251956	8	9	14	20	23	11
chr1_24264725_24265125	13	20	11	23	12	14
chr1_24304453_24304853	22	14	13	24	11	13
chr1_24338460_24338860	8	16	12	20	6	14
chr1_24372326_24372726	16	13	14	7	12	13
chr1_24418929_24419329	14	20	11	34	15	24
chr1_24595026_24595426	18	24	10	24	13	25
chr1_24647980_24648380	20	18	14	26	13	13
chr1_24685552_24685952	15	22	9	25	10	12
chr1_24709566_24709966	20	10	9	19	17	13
chr1_24766645_24767045	8	18	12	20	15	16
chr1_24793439_24793839	20	34	8	32	13	13
chr1_24807887_24808287	20	34	24	23	11	22
chr1_24827053_24827453	11	20	19	23	14	19
chr1_24859902_24860302	17	22	8	25	11	22
chr1_24876946_24877346	11	27	9	18	15	7
chr1_24964068_24964468	11	16	13	23	17	12
chr1_24973964_24974364	11	11	13	19	13	10
chr1_25015536_25015936	9	19	10	21	8	10
chr1_25909700_25910100	17	16	6	20	11	11
chr1_25962316_25962716	14	20	12	23	9	16
chr1_26201782_26202182	24	20	14	24	10	18
chr1_26333092_26333492	14	20	12	13	10	15
chr1_26446748_26447148	14	22	10	28	8	12
chr1_26509889_26510289	8	21	9	27	10	15
chr1_26516180_26516580	9	7	13	21	6	12
chr1_26524949_26525349	20	21	6	26	14	9
chr1_26548214_26548614	18	26	15	30	18	16
chr1_26592180_26592580	26	29	11	34	8	20
chr1_26705980_26706380	10	16	13	16	17	5
chr1_26709284_26709684	15	20	5	17	3	12
chr1_27032434_27032834	12	22	9	21	15	21
chr1_27092681_27093081	12	17	10	25	16	10
chr1_27126418_27126818	13	15	17	26	10	17
chr1_27136573_27136973	16	28	13	26	19	18
chr1_27138248_27138648	11	18	3	16	4	12
chr1_27239643_27240043	9	16	23	20	10	16
chr1_27261320_27261720	12	20	12	24	17	16
chr1_27276364_27276764	12	22	20	30	16	19
chr1_27281308_27281708	17	16	8	18	10	14
chr1_27443047_27443447	12	22	10	20	17	15
chr1_27483362_27483762	16	22	11	19	10	16
chr1_27509566_27509966	12	22	10	23	13	11
chr1_27525197_27525597	7	19	7	23	9	9
chr1_27690239_27690639	15	20	9	24	13	12
chr1_27728005_27728405	8	22	15	20	17	12
chr1_27730484_27730884	25	24	9	30	12	21
chr1_27735374_27735774	11	29	15	27	18	19
chr1_27942366_27942766	16	14	21	21	17	24
chr1_27979363_27979763	13	31	16	26	16	24
chr1_28109822_28110222	21	13	9	16	12	15
chr1_28175273_28175673	18	24	16	30	16	10
chr1_28250797_28251197	15	17	15	18	19	24
chr1_28302677_28303077	11	24	14	19	12	13
chr1_28356865_28357265	15	21	6	19	2	12
chr1_28387958_28388358	13	26	17	30	12	15
chr1_28397935_28398335	10	16	5	24	6	16
chr1_28406414_28406814	11	22	15	23	9	8
chr1_28456181_28456581	12	12	16	20	6	11
chr1_28458643_28459043	17	29	8	31	17	22
chr1_28477859_28478259	11	24	13	20	9	7
chr1_28622776_28623176	8	19	11	16	16	7
chr1_28644929_28645329	14	35	24	38	19	20
chr1_28689981_28690381	8	13	6	19	20	8
chr1_28708518_28708918	17	19	8	17	10	21
chr1_28736854_28737254	14	15	17	25	17	12
chr1_28801053_28801453	13	20	12	21	13	15
chr1_28932610_28933010	13	22	18	14	11	11
chr1_28933454_28933854	6	13	4	9	18	16
chr1_29082648_29083048	23	34	18	25	13	12
chr1_29113033_29113433	13	30	16	19	12	19
chr1_29276086_29276486	13	26	10	21	14	12
chr1_29379416_29379816	17	29	17	15	11	14
chr1_29413128_29413528	14	21	13	25	16	13
chr1_29454030_29454430	3	18	17	24	10	12
chr1_29485156_29485556	13	24	10	21	9	18
chr1_29507063_29507463	19	14	12	14	10	19
chr1_29612856_29613256	16	14	11	11	6	9
chr1_29636214_29636614	20	26	15	27	15	15
chr1_29656676_29657076	21	38	10	43	27	17
chr1_29699372_29699772	12	23	15	21	14	15
chr1_29791228_29791628	18	16	19	17	9	12
chr1_29839510_29839910	26	24	6	22	14	22
chr1_29894928_29895328	16	34	8	19	16	13
chr1_29996661_29997061	20	32	18	32	17	19
chr1_30046957_30047357	9	27	10	18	13	15
chr1_30054977_30055377	13	19	6	13	5	13
chr1_30087447_30087847	14	23	14	35	10	9
chr1_30090479_30090879	13	12	9	25	18	13
chr1_30262320_30262720	9	19	10	27	13	11
chr1_30273456_30273856	13	15	7	27	11	16
chr1_30274574_30274974	15	24	12	34	14	21
chr1_30386198_30386598	10	20	10	25	7	14
chr1_30424654_30425054	11	18	16	23	16	14
chr1_30460158_30460558	8	23	11	20	9	18
chr1_30542204_30542604	9	24	17	23	6	10
chr1_30574024_30574424	11	22	24	20	20	12
chr1_30575872_30576272	18	12	15	27	13	14
chr1_30666940_30667340	15	20	19	28	7	13
chr1_30689754_30690154	10	24	16	12	13	10
chr1_30698626_30699026	18	13	13	21	9	14
chr1_30720105_30720505	9	33	11	27	16	19
chr1_30730385_30730785	13	25	13	30	14	12
chr1_30760612_30761012	22	21	18	32	15	23
chr1_30770006_30770406	27	14	20	32	15	23
chr1_30771608_30772008	21	33	15	25	16	22
chr1_30803919_30804319	17	16	6	23	14	15
chr1_30913839_30914239	19	18	7	19	12	17
chr1_30938268_30938668	10	25	21	35	12	12
chr1_30955934_30956334	11	18	7	18	5	15
chr1_30962531_30962931	14	18	10	22	4	19
chr1_30977348_30977748	28	28	16	24	17	30
chr1_30998234_30998634	20	26	20	38	17	18
chr1_31127793_31128193	17	15	15	14	18	15
chr1_31138309_31138709	12	12	11	17	7	5
chr1_31164649_31165049	21	38	12	24	13	27
chr1_31204034_31204434	7	22	11	12	17	10
chr1_31258766_31259166	13	20	22	22	15	16
chr1_31287094_31287494	26	24	15	32	13	17
chr1_31301023_31301423	11	18	11	24	6	18
chr1_31309980_31310380	10	23	9	27	6	7
chr1_31393358_31393758	16	26	8	15	13	20
chr1_31395215_31395615	14	12	7	15	5	15
chr1_31416438_31416838	16	28	9	12	15	15
chr1_31470207_31470607	21	33	6	30	16	19
chr1_31492328_31492728	22	18	13	24	8	17
chr1_31506775_31507175	13	26	8	27	22	23
chr1_31542539_31542939	11	18	15	22	12	10
chr1_31552042_31552442	17	24	9	31	18	22
chr1_31557564_31557964	8	18	7	21	11	12
chr1_31615599_31615999	13	11	15	13	12	11
chr1_31681808_31682208	20	27	14	33	11	22
chr1_31726292_31726692	18	8	9	25	9	6
chr1_31730625_31731025	13	17	9	33	17	18
chr1_31734398_31734798	18	24	8	40	14	20
chr1_31749105_31749505	9	14	8	17	6	15
chr1_31752726_31753126	15	18	10	17	7	9
chr1_31820068_31820468	12	24	12	20	14	13
chr1_31856196_31856596	6	20	16	25	11	15
chr1_31922596_31922996	16	20	10	14	10	19
chr1_31935962_31936362	12	32	14	25	13	15
chr1_32066380_32066780	14	21	18	33	18	18
chr1_32269768_32270168	10	22	13	22	16	16
chr1_32588426_32588826	8	14	14	25	13	9
chr1_32772377_32772777	16	34	21	27	14	11
chr1_32794574_32794974	16	22	12	21	13	15
chr1_32795653_32796053	12	24	15	16	10	11
chr1_32879017_32879417	16	20	8	23	9	5
chr1_32915848_32916248	17	28	21	21	12	23
chr1_32972344_32972744	23	19	21	30	17	20
chr1_33067736_33068136	15	25	6	20	25	16
chr1_33102825_33103225	8	29	15	24	15	9
chr1_33162477_33162877	21	23	15	29	20	11
chr1_33182591_33182991	15	30	17	18	12	18
chr1_33214758_33215158	12	12	13	17	10	19
chr1_33244687_33245087	19	21	11	25	8	21
chr1_33305681_33306081	14	19	13	21	11	18
chr1_33342422_33342822	12	28	13	21	15	15
chr1_33360319_33360719	10	11	8	12	12	18
chr1_33406903_33407303	13	17	11	25	7	19
chr1_33434750_33435150	20	37	11	24	20	23
chr1_33436301_33436701	14	24	18	17	8	15
chr1_33445232_33445632	14	15	9	24	14	13
chr1_33461683_33462083	10	22	14	31	8	17
chr1_33468337_33468737	18	28	12	22	19	8
chr1_33469566_33469966	19	30	18	26	22	17
chr1_33480264_33480664	14	18	13	22	11	13
chr1_33499214_33499614	23	22	12	23	16	14
chr1_33551387_33551787	19	27	16	22	21	20
chr1_33555461_33555861	16	23	9	18	13	10
chr1_33564243_33564643	14	28	16	23	15	16
chr1_33571143_33571543	13	22	11	15	20	12
chr1_33608920_33609320	12	16	11	31	14	11
chr1_33629562_33629962	14	25	14	27	18	14
chr1_33636003_33636403	17	29	12	16	14	22
chr1_33642419_33642819	16	20	9	19	14	13
chr1_33648494_33648894	16	19	9	23	22	14
chr1_33650491_33650891	19	23	16	20	14	18
chr1_33681226_33681626	18	37	17	10	13	24
chr1_33733182_33733582	20	22	10	12	12	10
chr1_33826195_33826595	18	21	8	17	11	11
chr1_33836332_33836732	17	35	10	34	15	26
chr1_33837420_33837820	14	23	18	25	18	22
chr1_33916230_33916630	9	24	8	15	7	15
chr1_33945340_33945740	11	12	14	17	10	10
chr1_33963250_33963650	9	19	20	17	7	17
chr1_33968987_33969387	15	17	14	22	12	12
chr1_33974466_33974866	3	20	13	22	14	17
chr1_34007280_34007680	12	17	11	13	16	13
chr1_34020314_34020714	10	24	13	24	10	15
chr1_34070446_34070846	5	14	14	14	15	4
chr1_34114408_34114808	13	13	11	16	10	21
chr1_34121489_34121889	15	25	15	28	13	16
chr1_34133088_34133488	11	23	13	20	7	12
chr1_34139478_34139878	11	26	9	23	16	20
chr1_34164045_34164445	16	19	6	18	10	15
chr1_34178305_34178705	16	28	13	27	8	17
chr1_34179509_34179909	20	30	15	15	25	22
chr1_34200657_34201057	21	23	10	29	16	14
chr1_34228530_34228930	12	24	15	19	12	5
chr1_34245559_34245959	20	18	9	24	4	8
chr1_34252187_34252587	2	23	6	19	14	4
chr1_34293223_34293623	9	35	8	22	11	12
chr1_34307267_34307667	18	23	14	19	8	16
chr1_34330222_34330622	7	17	11	19	8	12
chr1_34367403_34367803	16	20	12	28	14	15
chr1_34368523_34368923	12	10	13	25	10	18
chr1_34379006_34379406	15	24	17	31	12	20
chr1_34394140_34394540	12	17	8	24	5	14
chr1_34406660_34407060	12	25	9	24	26	12
chr1_34427337_34427737	11	16	20	21	16	15
chr1_34443958_34444358	17	22	24	31	19	16
chr1_34462961_34463361	16	37	11	20	13	14
chr1_34505271_34505671	24	18	17	25	22	20
chr1_34533111_34533511	19	21	18	21	23	17
chr1_34543765_34544165	7	20	11	26	13	14
chr1_34551910_34552310	22	38	16	28	13	23
chr1_34556605_34557005	21	28	15	34	27	26
chr1_34560584_34560984	23	33	25	35	20	28
chr1_34586985_34587385	16	24	12	27	26	13
chr1_34603926_34604326	25	35	23	29	31	22
chr1_34604853_34605253	31	40	35	48	19	31
chr1_34618701_34619101	16	24	14	24	17	25
chr1_34636150_34636550	12	23	21	38	17	21
chr1_34643928_34644328	17	16	18	28	14	19
chr1_34657660_34658060	14	17	7	23	15	17
chr1_34674539_34674939	17	28	18	40	17	22
chr1_34704149_34704549	19	36	12	19	14	18
chr1_34713969_34714369	16	22	11	25	16	14
chr1_34723378_34723778	17	29	11	29	25	15
chr1_34732181_34732581	13	17	13	24	6	15
chr1_34733697_34734097	6	20	9	21	9	16
chr1_34745980_34746380	17	24	13	22	8	10
chr1_34777969_34778369	6	25	6	19	6	7
chr1_34784175_34784575	22	26	12	20	10	13
chr1_34884158_34884558	13	32	17	22	14	14
chr1_34895472_34895872	13	24	15	27	13	15
chr1_34901343_34901743	10	21	14	18	12	6
chr1_34902297_34902697	10	13	9	23	12	17
chr1_34908506_34908906	12	11	10	9	11	16
chr1_34929389_34929789	14	28	14	42	21	12
chr1_34942802_34943202	9	14	10	16	6	16
chr1_34950431_34950831	5	16	12	20	9	9
chr1_34965301_34965701	9	19	19	27	12	13
chr1_34974713_34975113	21	18	7	18	9	4
chr1_34981904_34982304	15	17	12	17	8	18
chr1_34988246_34988646	14	28	16	20	19	9
chr1_34997055_34997455	19	26	12	19	17	16
chr1_35038184_35038584	12	17	15	17	7	5
chr1_35048699_35049099	14	21	10	19	23	19
chr1_35059209_35059609	11	25	15	16	7	13
chr1_35060518_35060918	6	16	6	13	17	16
chr1_35069952_35070352	22	22	16	15	17	20
chr1_35077121_35077521	16	19	15	26	19	19
chr1_35124607_35125007	9	20	10	22	13	13
chr1_35135721_35136121	23	15	14	20	12	20
chr1_35206981_35207381	15	22	21	35	15	19
chr1_35212289_35212689	27	36	16	41	12	15
chr1_35214703_35215103	17	28	16	24	19	16
chr1_35220898_35221298	15	20	19	25	12	20
chr1_35247291_35247691	6	22	19	8	6	11
chr1_35278658_35279058	11	21	14	20	5	14
chr1_35316808_35317208	14	18	9	23	11	18
chr1_35348380_35348780	16	24	15	24	17	16
chr1_35353094_35353494	22	20	13	22	13	12
chr1_35390945_35391345	9	17	11	17	11	10
chr1_35405519_35405919	11	26	14	25	13	21
chr1_35416508_35416908	7	13	10	13	5	20
chr1_35452714_35453114	20	19	13	32	7	16
chr1_35484902_35485302	12	19	11	34	12	16
chr1_35527570_35527970	17	20	17	27	16	11
chr1_35533320_35533720	4	17	6	14	4	7
chr1_35575615_35576015	8	23	9	19	12	7
chr1_35642813_35643213	11	13	16	18	15	15
chr1_35706342_35706742	11	19	15	17	18	10
chr1_35753939_35754339	17	17	21	17	18	15
chr1_35763019_35763419	25	29	17	25	30	17
chr1_35771351_35771751	18	16	6	19	9	17
chr1_35784959_35785359	18	19	13	20	20	23
chr1_35826125_35826525	17	30	15	34	22	19
chr1_35840756_35841156	9	16	16	8	9	9
chr1_35844908_35845308	14	19	12	17	17	18
chr1_35873021_35873421	22	19	15	20	12	11
chr1_35890437_35890837	22	32	19	21	17	23
chr1_35896631_35897031	12	21	18	13	17	23
chr1_35897991_35898391	10	28	7	19	4	9
chr1_35908184_35908584	16	27	9	18	11	9
chr1_35909159_35909559	13	11	10	20	13	15
chr1_35918160_35918560	15	29	16	23	14	12
chr1_35941552_35941952	16	30	16	18	11	11
chr1_35955841_35956241	19	16	14	27	12	21
chr1_35987298_35987698	12	14	11	25	17	13
chr1_35992900_35993300	13	22	11	25	15	18
chr1_36013382_36013782	20	27	12	23	10	23
chr1_36030342_36030742	20	18	16	17	13	20
chr1_36038361_36038761	9	19	15	19	10	23
chr1_36049464_36049864	12	18	10	30	9	18
chr1_36103792_36104192	22	28	11	33	22	16
chr1_36109356_36109756	10	23	21	30	10	18
chr1_36124063_36124463	23	31	15	20	13	18
chr1_36160300_36160700	21	14	9	17	11	24
chr1_36178134_36178534	8	30	6	17	9	11
chr1_36240279_36240679	5	22	13	20	10	10
chr1_36291404_36291804	24	31	16	17	23	11
chr1_36300383_36300783	20	17	14	21	21	25
chr1_36327274_36327674	21	19	11	24	8	15
chr1_36336781_36337181	12	34	11	28	9	21
chr1_36348660_36349060	15	27	5	20	11	14
chr1_36357898_36358298	12	20	10	17	9	8
chr1_36375002_36375402	17	28	10	32	15	17
chr1_36388516_36388916	16	32	16	28	17	19
chr1_36408720_36409120	20	39	20	39	18	24
chr1_36464211_36464611	18	17	11	32	23	24
chr1_36492103_36492503	21	25	17	24	10	15
chr1_36499425_36499825	25	29	23	44	26	24
chr1_36509103_36509503	16	27	20	24	12	23
chr1_36525226_36525626	15	27	27	36	24	16
chr1_36542771_36543171	16	31	20	29	17	16
chr1_36604518_36604918	17	34	15	17	15	19
chr1_36644172_36644572	30	28	15	35	22	18
chr1_36649944_36650344	12	34	8	32	10	24
chr1_36651166_36651566	15	23	21	22	9	9
chr1_36657021_36657421	18	29	10	31	19	23
chr1_36658963_36659363	16	34	14	28	6	16
chr1_36665293_36665693	17	20	6	26	17	15
chr1_36672963_36673363	12	5	16	19	8	19
chr1_36679559_36679959	12	25	14	32	18	24
chr1_36682715_36683115	26	31	8	42	17	23
chr1_36714626_36715026	13	24	21	27	14	16
chr1_36747049_36747449	18	27	11	35	13	22
chr1_36761664_36762064	30	36	20	43	21	18
chr1_36831444_36831844	16	4	6	23	15	8
chr1_36958377_36958777	19	22	10	12	14	18
chr1_36970390_36970790	14	25	8	19	10	9
chr1_36996640_36997040	16	32	13	18	14	19
chr1_37044023_37044423	12	22	17	12	10	14
chr1_37105980_37106380	20	22	19	15	12	10
chr1_37131247_37131647	15	23	14	18	24	14
chr1_37135425_37135825	10	22	17	22	8	12
chr1_37141790_37142190	21	28	21	25	17	19
chr1_37154832_37155232	18	30	14	26	18	6
chr1_37169191_37169591	11	25	14	19	9	6
chr1_37181788_37182188	23	23	10	24	17	18
chr1_37186977_37187377	21	29	16	32	22	20
chr1_37196144_37196544	16	19	7	9	11	9
chr1_37197480_37197880	6	21	11	12	12	14
chr1_37235059_37235459	17	28	12	26	10	16
chr1_37261617_37262017	20	25	13	30	24	12
chr1_37278439_37278839	10	19	16	24	22	17
chr1_37284853_37285253	14	27	8	21	7	12
chr1_37306444_37306844	6	22	15	23	14	10
chr1_37421356_37421756	10	21	6	14	17	10
chr1_37429525_37429925	13	12	6	11	15	9
chr1_37450567_37450967	7	22	12	25	7	16
chr1_37488615_37489015	15	28	10	27	19	23
chr1_37513052_37513452	21	24	16	22	11	18
chr1_37551420_37551820	13	21	19	27	21	26
chr1_37564965_37565365	15	18	7	21	15	11
chr1_37569019_37569419	18	20	22	37	14	9
chr1_37576179_37576579	9	30	11	21	13	16
chr1_37603389_37603789	20	24	21	18	15	13
chr1_37625813_37626213	12	28	15	24	11	25
chr1_37644496_37644896	14	13	8	20	17	10
chr1_37647075_37647475	14	22	15	23	7	10
chr1_37650578_37650978	16	16	11	36	14	13
chr1_37665387_37665787	17	21	19	23	34	24
chr1_37734984_37735384	16	14	7	20	20	16
chr1_37830064_37830464	14	21	7	21	11	11
chr1_37839669_37840069	7	16	14	19	4	8
chr1_37875278_37875678	16	21	19	26	8	17
chr1_37909701_37910101	13	16	9	10	3	11
chr1_37915728_37916128	11	22	9	22	10	9
chr1_37922866_37923266	13	25	13	27	15	24
chr1_37954269_37954669	9	24	18	15	16	10
chr1_37965773_37966173	22	23	10	23	15	23
chr1_37967869_37968269	8	19	13	19	7	11
chr1_37973238_37973638	8	22	6	18	5	4
chr1_37976506_37976906	20	22	17	25	13	12
chr1_37979667_37980067	19	16	13	22	12	6
chr1_37986362_37986762	10	30	17	20	9	9
chr1_38137161_38137561	13	28	15	19	16	9
chr1_38157512_38157912	11	24	5	23	14	16
chr1_38198373_38198773	13	23	6	7	13	3
chr1_38209926_38210326	16	27	22	31	23	31
chr1_38239527_38239927	16	26	9	19	18	17
chr1_38257897_38258297	7	16	14	20	8	16
chr1_38290933_38291333	20	10	7	13	8	13
chr1_38303826_38304226	11	24	7	22	7	13
chr1_38307942_38308342	20	22	11	28	19	20
chr1_38315345_38315745	14	25	14	28	12	17
chr1_38317431_38317831	17	18	18	25	10	10
chr1_38321832_38322232	19	13	20	15	14	9
chr1_38358653_38359053	13	25	15	20	15	11
chr1_38381457_38381857	18	28	15	17	14	10
chr1_38384124_38384524	12	22	12	14	10	21
chr1_38398598_38398998	10	17	10	19	11	11
chr1_38488972_38489372	20	19	11	17	11	11
chr1_38489912_38490312	9	20	5	10	9	15
chr1_38525141_38525541	7	17	7	19	6	16
chr1_38535075_38535475	12	23	20	22	23	12
chr1_38566462_38566862	15	27	21	33	19	20
chr1_38577267_38577667	13	23	15	16	15	11
chr1_38582127_38582527	16	20	7	22	13	13
chr1_38591211_38591611	9	15	8	18	10	10
chr1_38606720_38607120	15	15	13	20	12	16
chr1_38614495_38614895	9	14	8	16	6	16
chr1_38664658_38665058	12	26	13	26	15	14
chr1_38668079_38668479	9	25	19	19	9	8
chr1_38688962_38689362	27	22	6	23	24	29
chr1_38696372_38696772	19	14	11	32	18	16
chr1_38698847_38699247	14	33	10	33	14	10
chr1_38716599_38716999	22	28	15	24	16	23
chr1_38746483_38746883	6	14	12	17	16	17
chr1_38751782_38752182	12	15	22	26	14	12
chr1_38760829_38761229	24	34	9	21	14	18
chr1_38772169_38772569	19	13	17	17	7	10
chr1_38912711_38913111	19	28	16	19	5	14
chr1_39039263_39039663	17	17	10	24	13	8
chr1_39105641_39106041	8	15	3	13	4	15
chr1_39135338_39135738	16	23	17	30	25	22
chr1_39244986_39245386	17	27	11	20	14	13
chr1_39253538_39253938	13	24	14	19	24	10
chr1_39315896_39316296	11	25	4	14	5	8
chr1_39361645_39362045	17	17	14	26	18	26
chr1_39379128_39379528	5	25	10	25	8	6
chr1_39449158_39449558	21	14	14	28	11	15
chr1_39455993_39456393	10	31	11	21	13	6
chr1_39471429_39471829	10	18	13	15	19	14
chr1_39499512_39499912	12	31	16	32	16	20
chr1_39515605_39516005	17	28	7	25	15	23
chr1_39521199_39521599	15	21	18	18	10	10
chr1_39532952_39533352	21	17	14	12	9	18
chr1_39583129_39583529	21	26	10	14	11	15
chr1_39597657_39598057	26	30	21	34	18	16
chr1_39636688_39637088	8	17	7	28	14	13
chr1_39719242_39719642	5	17	23	32	16	22
chr1_39720688_39721088	14	27	21	17	12	15
chr1_39727825_39728225	15	23	13	34	15	13
chr1_39729269_39729669	21	26	17	31	13	12
chr1_39734750_39735150	30	26	19	21	13	19
chr1_39772240_39772640	23	21	19	30	17	19
chr1_39812364_39812764	17	20	18	25	18	15
chr1_39857006_39857406	19	19	12	27	14	19
chr1_39885302_39885702	18	24	23	26	25	23
chr1_39917926_39918326	15	14	10	20	12	17
chr1_39925258_39925658	12	23	9	21	12	14
chr1_39931154_39931554	25	26	19	22	16	23
chr1_39939217_39939617	14	20	18	30	8	18
chr1_39986052_39986452	17	29	15	29	16	20
chr1_40073084_40073484	27	35	20	36	19	17
chr1_40097709_40098109	27	29	25	37	17	12
chr1_40101671_40102071	11	19	16	21	16	14
chr1_40133342_40133742	8	21	16	24	10	11
chr1_40154794_40155194	11	19	7	11	15	11
chr1_40161064_40161464	19	29	24	25	22	12
chr1_40203824_40204224	16	27	13	25	13	14
chr1_40212127_40212527	11	25	15	27	16	15
chr1_40223270_40223670	22	27	15	22	11	12
chr1_40231244_40231644	11	16	15	18	9	6
chr1_40268779_40269179	12	24	25	17	9	15
chr1_40274002_40274402	8	25	23	17	12	10
chr1_40285308_40285708	20	22	20	15	14	18
chr1_40290497_40290897	13	23	13	22	9	14
chr1_40303403_40303803	5	23	20	22	6	9
chr1_40307314_40307714	12	24	14	16	9	18
chr1_40313261_40313661	8	21	15	19	29	15
chr1_40326018_40326418	17	20	18	25	14	19
chr1_40364655_40365055	24	22	18	18	12	21
chr1_40375295_40375695	9	26	10	26	9	10
chr1_40381241_40381641	20	32	16	15	16	17
chr1_40392446_40392846	6	15	11	18	5	7
chr1_40399735_40400135	19	22	7	16	11	10
chr1_40407844_40408244	8	20	16	23	8	13
chr1_40458138_40458538	13	31	11	26	16	21
chr1_40465468_40465868	16	24	21	36	16	15
chr1_40522900_40523300	16	19	6	21	17	18
chr1_40571441_40571841	27	29	13	36	26	17
chr1_40583942_40584342	15	33	5	26	18	14
chr1_40597856_40598256	13	19	17	18	14	18
chr1_40599689_40600089	23	29	11	32	13	12
chr1_40623191_40623591	11	21	13	26	7	11
chr1_40663614_40664014	21	23	13	24	14	14
chr1_40681821_40682221	21	27	18	26	14	12
chr1_40714782_40715182	11	19	8	22	6	14
chr1_40718670_40719070	7	19	10	21	12	8
chr1_40741175_40741575	14	16	11	15	4	8
chr1_40767606_40768006	20	31	20	23	10	19
chr1_40773790_40774190	20	25	22	19	21	22
chr1_40780509_40780909	17	27	17	29	10	21
chr1_40786934_40787334	6	21	19	18	14	9
chr1_40804141_40804541	18	23	9	19	10	10
chr1_40815383_40815783	22	17	15	24	14	10
chr1_40833510_40833910	13	10	5	18	14	5
chr1_40840987_40841387	10	20	14	18	8	15
chr1_40880385_40880785	21	15	27	25	12	11
chr1_40890228_40890628	22	18	15	19	8	12
chr1_40901358_40901758	23	12	25	31	23	17
chr1_40906841_40907241	16	17	12	19	11	14
chr1_40915826_40916226	15	13	3	24	19	16
chr1_40927738_40928138	21	17	18	13	10	10
chr1_40954325_40954725	21	18	15	14	15	15
chr1_41046331_41046731	17	20	18	15	2	8
chr1_41049657_41050057	13	20	7	17	5	12
chr1_41056167_41056567	14	23	10	20	12	18
chr1_41071859_41072259	11	22	15	16	9	11
chr1_41088270_41088670	15	29	16	29	20	17
chr1_41090297_41090697	9	17	11	18	11	5
chr1_41102063_41102463	17	22	9	20	9	12
chr1_41116178_41116578	9	24	11	22	12	16
chr1_41128166_41128566	6	26	9	36	13	16
